hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_hashtags_in_C	count_H_entire_dataset	count_hashtags_entire_dataset retweets_hashtag_freqs.tsv
palestine	578601744	.703577	.001239	.001761	4	3227	32	18162
palestinian	578601744	.362837	.000619	.001706	2	3227	31	18162
palestinians	578601744	.432167	.000309	.000715	1	3227	13	18162
palestinianterritories	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
pamandtommy	1921951394	9.387878	.003098	.000330	10	3227	6	18162
pamulinawen	45379403	5.618181	.000309	.000055	1	3227	1	18162
pancakeday	29447428	5.618181	.000309	.000055	1	3227	1	18162
pandemic	45379403	1.629302	.006817	.004184	22	3227	76	18162
pando	45379403	3.751515	.000619	.000165	2	3227	3	18162
papers	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
paracetamol	29447428	5.618181	.000309	.000055	1	3227	1	18162
parallelmothers	29447428	5.618181	.000309	.000055	1	3227	1	18162
paralympics	302984766	5.618181	.000309	.000055	1	3227	1	18162
paramedics	45379403	5.618181	.000309	.000055	1	3227	1	18162
parents	302984766	1.123636	.000309	.000275	1	3227	5	18162
paris	29447428	2.047933	.001239	.000605	4	3227	11	18162
parkhotel	2886667320	1.404545	.000309	.000220	1	3227	4	18162
parliament	86010091	2.111363	.000929	.000440	3	3227	8	18162
partygate	29447428	.396004	.005887	.014866	19	3227	270	18162
partyoftreason	940778288871542786	.561818	.000309	.000550	1	3227	10	18162
patricklyoya	45379403	.432167	.000309	.000715	1	3227	13	18162
paulkeating	2886667320	5.627272	.000619	.000110	2	3227	2	18162
pavementsforpeople	29447428	5.618181	.000309	.000055	1	3227	1	18162
paxlovid	2886667320	2.503030	.001239	.000495	4	3227	9	18162
pbs	2886667320	2.809090	.000309	.000110	1	3227	2	18162
pdx	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
peace	578601744	.488941	.000619	.001266	2	3227	23	18162
peakyblinders	29447428	5.618181	.000309	.000055	1	3227	1	18162
pearlyplies	1471037967926018051	2.809090	.000309	.000110	1	3227	2	18162
pedestrians	29447428	5.618181	.000309	.000055	1	3227	1	18162
pedo	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
pedogate	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
pedroalmodovar	29447428	5.627272	.000619	.000110	2	3227	2	18162
pei	29447428	2.809090	.000309	.000110	1	3227	2	18162
penarthnpt	29447428	5.618181	.000309	.000055	1	3227	1	18162
penelopecruz	29447428	5.630303	.000929	.000165	3	3227	3	18162
pepsihalftime	614600545	3.378181	.000929	.000275	3	3227	5	18162
peregianbeach	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
peregrinefalcon	45379403	5.618181	.000309	.000055	1	3227	1	18162
period	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
perjurytaylorgreene	1921951394	1.299300	.000929	.000715	3	3227	13	18162
permaculture	2886667320	5.627272	.000619	.000110	2	3227	2	18162
perrottet	45379403	2.809090	.000309	.000110	1	3227	2	18162
pesach	1308267623327518725	4.222727	.000929	.000220	3	3227	4	18162
pesticide	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
pesticides	302984766	5.618181	.000309	.000055	1	3227	1	18162
peston	29447428	.374545	.000309	.000825	1	3227	15	18162
petedavidson	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
petercushing	29447428	5.618181	.000309	.000055	1	3227	1	18162
peterdoocy	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
peterjuni	302984766	5.618181	.000309	.000055	1	3227	1	18162
petersellers	45379403	5.618181	.000309	.000055	1	3227	1	18162
pfizer	29447428	2.501513	.002479	.000991	8	3227	18	18162
pharmacare	302984766	1.404545	.000309	.000220	1	3227	4	18162
philadelphiaeagles	614600545	5.618181	.000309	.000055	1	3227	1	18162
philly	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
phoonfriday	29447428	5.618181	.000309	.000055	1	3227	1	18162
photo	2886667320	1.404545	.000309	.000220	1	3227	4	18162
photography	302984766	.624621	.000619	.000991	2	3227	18	18162
physician	302984766	5.618181	.000309	.000055	1	3227	1	18162
pierre4pm	86010091	3.751515	.000619	.000165	2	3227	3	18162
pierrepoilievreisafascist	302984766	5.618181	.000309	.000055	1	3227	1	18162
pierrepoilievreislyingtoyou	302984766	1.123636	.000309	.000275	1	3227	5	18162
piersmorgan	29447428	3.751515	.000619	.000165	2	3227	3	18162
pinkmoon	29447428	3.754545	.001239	.000330	4	3227	6	18162
pitiful	86010091	5.618181	.000309	.000055	1	3227	1	18162
pizzagate	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
planb	45379403	2.813636	.000619	.000220	2	3227	4	18162
planning	29447428	5.618181	.000309	.000055	1	3227	1	18162
plant	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
plants	302984766	2.809090	.000309	.000110	1	3227	2	18162
plasticsurgery	29447428	2.809090	.000309	.000110	1	3227	2	18162
platinumchampionsawards	29447428	5.618181	.000309	.000055	1	3227	1	18162
platinumjubilee	29447428	.624621	.000619	.000991	2	3227	18	18162
platinumpudding	29447428	5.627272	.000619	.000110	2	3227	2	18162
play	29447428	5.618181	.000309	.000055	1	3227	1	18162
playing	302984766	5.618181	.000309	.000055	1	3227	1	18162
playlist	1471037967926018051	5.627272	.000619	.000110	2	3227	2	18162
playrkelly	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
pleasert	29447428	.936363	.000309	.000330	1	3227	6	18162
plies	1471037967926018051	2.809090	.000309	.000110	1	3227	2	18162
plot	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
plutonium	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
pmqs	29447428	.187006	.003408	.018224	11	3227	331	18162
pnpcbc	804582780298412032	2.809090	.000309	.000110	1	3227	2	18162
podcast	578601744	.255161	.000309	.001211	1	3227	22	18162
poland	45379403	.625294	.001859	.002973	6	3227	54	18162
polcan	86010091	5.618181	.000309	.000055	1	3227	1	18162
politicalcrisisinpakistan	45379403	5.618181	.000309	.000055	1	3227	1	18162
politicsforall	1229752606714728454	5.627272	.000619	.000110	2	3227	2	18162
polka	1387010761994682371	5.627272	.000619	.000110	2	3227	2	18162
polo	29447428	5.618181	.000309	.000055	1	3227	1	18162
polqc	86010091	2.809090	.000309	.000110	1	3227	2	18162
pontiac	45379403	5.618181	.000309	.000055	1	3227	1	18162
popab	118166719	1.872727	.000309	.000165	1	3227	3	18162
popasna	578601744	5.618181	.000309	.000055	1	3227	1	18162
portkembla	2886667320	5.618181	.000309	.000055	1	3227	1	18162
potquiz	614600545	5.618181	.000309	.000055	1	3227	1	18162
powerful	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
ppe	45379403	.802597	.000309	.000385	1	3227	7	18162
prayerroom	2886667320	.591778	.000619	.001046	2	3227	19	18162
prayforukraine	1308267623327518725	.311806	.000309	.000991	1	3227	18	18162
prebiotic	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
prematureovation	1921951394	5.618181	.000309	.000055	1	3227	1	18162
premier	118166719	5.618181	.000309	.000055	1	3227	1	18162
presidentbiden	940778288871542786	2.809090	.000309	.000110	1	3227	2	18162
primeminister	45379403	3.751515	.000619	.000165	2	3227	3	18162
primevideo	29447428	2.809090	.000309	.000110	1	3227	2	18162
princeandrew	1229752606714728454	1.877272	.001239	.000660	4	3227	12	18162
prisons	2886667320	5.618181	.000309	.000055	1	3227	1	18162
pritipatel	45379403	1.123636	.000309	.000275	1	3227	5	18162
private	1387010761994682371	5.627272	.000619	.000110	2	3227	2	18162
probiotic	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
producers	45379403	5.618181	.000309	.000055	1	3227	1	18162
propaganda	45379403	.510743	.000309	.000605	1	3227	11	18162
protectourkids	118166719	5.618181	.000309	.000055	1	3227	1	18162
protectthechildren	1387010761994682371	2.813636	.000619	.000220	2	3227	4	18162
protectuАsky	578601744	.535467	.000619	.001156	2	3227	21	18162
protest	578601744	.733807	.000929	.001266	3	3227	23	18162
protests	45379403	1.872727	.000309	.000165	1	3227	3	18162
protip	118166719	5.618181	.000309	.000055	1	3227	1	18162
proud	29447428	1.872727	.000309	.000165	1	3227	3	18162
provemewrong	1387010761994682371	2.250909	.000619	.000275	2	3227	5	18162
proxywar	45379403	1.872727	.000309	.000165	1	3227	3	18162
prrrrrrover	1308267623327518725	3.129292	.001549	.000495	5	3227	9	18162
prrrrrrover2022	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
prrrrrrvaccinal	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
pseudo	45379403	5.618181	.000309	.000055	1	3227	1	18162
ptsd	578601744	2.809090	.000309	.000110	1	3227	2	18162
puffa	29447428	5.618181	.000309	.000055	1	3227	1	18162
puneethrajkumar	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
purim	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
putin	578601744	.668014	.012395	.018555	40	3227	337	18162
putinatwar	578601744	.561818	.000309	.000550	1	3227	10	18162
putinhitler	940778288871542786	.424605	.001239	.002918	4	3227	53	18162
putinisawarcriminal	940778288871542786	.341100	.001859	.005450	6	3227	99	18162
putinislying	1921951394	.936363	.000309	.000330	1	3227	6	18162
putins	1229752606714728454	5.618181	.000309	.000055	1	3227	1	18162
putinswar	578601744	.316960	.001239	.003909	4	3227	71	18162
putinwarcrimes	1921951394	.112241	.000309	.002753	1	3227	50	18162
putlnplast	2886667320	.401298	.000309	.000770	1	3227	14	18162
puyin	1229752606714728454	5.618181	.000309	.000055	1	3227	1	18162
puzzle	302984766	5.618181	.000309	.000055	1	3227	1	18162
pwme	45379403	.303878	.000619	.002037	2	3227	37	18162
pwmecfs	2886667320	5.618181	.000309	.000055	1	3227	1	18162
qanda	2886667320	.432923	.001549	.003578	5	3227	65	18162
qe	29447428	5.627272	.000619	.000110	2	3227	2	18162
qhs	302984766	5.618181	.000309	.000055	1	3227	1	18162
qld	2886667320	5.618181	.000309	.000055	1	3227	1	18162
qldfloods	2886667320	.702272	.000309	.000440	1	3227	8	18162
quebec	86010091	1.875757	.000619	.000330	2	3227	6	18162
queen	45379403	1.875757	.000619	.000330	2	3227	6	18162
queenelizabeth	29447428	2.813636	.000619	.000220	2	3227	4	18162
queenoftheworld	940778288871542786	5.627272	.000619	.000110	2	3227	2	18162
queensabc	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
queensland	1387010761994682371	2.813636	.000619	.000220	2	3227	4	18162
queensu	302984766	5.618181	.000309	.000055	1	3227	1	18162
quote	302984766	1.125340	.001239	.001101	4	3227	20	18162
quotes	302984766	1.404545	.000309	.000220	1	3227	4	18162
quotesdaily	302984766	5.618181	.000309	.000055	1	3227	1	18162
quotesoftheday	302984766	2.809090	.000309	.000110	1	3227	2	18162
r4today	2886667320	.154018	.000619	.004019	2	3227	73	18162
rabbimoshehauer	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
racism	940778288871542786	.937878	.000619	.000660	2	3227	12	18162
racistamerican	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
racistwhoopi	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
raf	45379403	5.618181	.000309	.000055	1	3227	1	18162
raidernation	614600545	5.618181	.000309	.000055	1	3227	1	18162
rainaiscrazy	614600545	5.618181	.000309	.000055	1	3227	1	18162
rainslist	1387010761994682371	5.630303	.000929	.000165	3	3227	3	18162
raisetheage	2886667320	.802597	.000309	.000385	1	3227	7	18162
ramadan	1387010761994682371	.767134	.000929	.001211	3	3227	22	18162
ramadanmubarak	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
ramranchresistance	302984766	.702272	.000309	.000440	1	3227	8	18162
rams	614600545	1.872727	.000309	.000165	1	3227	3	18162
ramsayschool	118166719	5.618181	.000309	.000055	1	3227	1	18162
ramshouse	614600545	3.378181	.000929	.000275	3	3227	5	18162
randcfragrance	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
randpaul	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
randyhillier	86010091	1.872727	.000309	.000165	1	3227	3	18162
randyhillierisarussianrrrrrret	302984766	3.520454	.001549	.000440	5	3227	8	18162
rapidantigentest	2886667320	5.618181	.000309	.000055	1	3227	1	18162
raplife	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
rat	2886667320	1.404545	.000309	.000220	1	3227	4	18162
rats	2886667320	.865734	.000619	.000715	2	3227	13	18162
rave	29447428	5.618181	.000309	.000055	1	3227	1	18162
raworth	29447428	.401298	.000309	.000770	1	3227	14	18162
rct	29447428	5.618181	.000309	.000055	1	3227	1	18162
read	1387010761994682371	5.627272	.000619	.000110	2	3227	2	18162
recipes	29447428	1.872727	.000309	.000165	1	3227	3	18162
reddeer	118166719	1.404545	.000309	.000220	1	3227	4	18162
redsheilds	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
redstate	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
refugees	2886667320	.527541	.000929	.001761	3	3227	32	18162
refugeeshabbat	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
refugeeswelcome	1308267623327518725	.215932	.000309	.001431	1	3227	26	18162
reiders	614600545	.255161	.000309	.001211	1	3227	22	18162
reinstatepoliticsforall	29447428	5.618181	.000309	.000055	1	3227	1	18162
releasethepaxlovid	118166719	2.809090	.000309	.000110	1	3227	2	18162
relerrrrrrrrrrrrangenow	45379403	5.618181	.000309	.000055	1	3227	1	18162
rememberingmlk	1308267623327518725	5.627272	.000619	.000110	2	3227	2	18162
remotelearning	45379403	3.751515	.000619	.000165	2	3227	3	18162
renewableenergy	1308267623327518725	1.123636	.000309	.000275	1	3227	5	18162
reparations	45379403	1.872727	.000309	.000165	1	3227	3	18162
repealbill124	302984766	1.126060	.000929	.000825	3	3227	15	18162
replenishrrf	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
repnotrip	118166719	.280653	.000309	.001101	1	3227	20	18162
report	578601744	1.872727	.000309	.000165	1	3227	3	18162
republicans	940778288871542786	1.407954	.001239	.000880	4	3227	16	18162
republicansaretraitors	1921951394	1.123636	.000309	.000275	1	3227	5	18162
republicansobstruct	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
republicansrweird	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
republiconpartyofcanada	302984766	5.618181	.000309	.000055	1	3227	1	18162
research	1308267623327518725	.936363	.000309	.000330	1	3227	6	18162
resignseanchu	118166719	5.618181	.000309	.000055	1	3227	1	18162
resistinfection	45379403	1.123636	.000309	.000275	1	3227	5	18162
resistmrrrrrrinfection	45379403	2.809090	.000309	.000110	1	3227	2	18162
restoreremote	45379403	2.250909	.000619	.000275	2	3227	5	18162
resurrection	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
resurrectionsunday	614600545	5.627272	.000619	.000110	2	3227	2	18162
retweeet	1921951394	5.618181	.000309	.000055	1	3227	1	18162
revealed	2886667320	5.618181	.000309	.000055	1	3227	1	18162
revelation	1387010761994682371	3.751515	.000619	.000165	2	3227	3	18162
revera	302984766	5.627272	.000619	.000110	2	3227	2	18162
revolution	45379403	.624242	.000309	.000495	1	3227	9	18162
rhondda	29447428	5.627272	.000619	.000110	2	3227	2	18162
richmond	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
rickscott	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
rifkinsfestival	45379403	5.618181	.000309	.000055	1	3227	1	18162
rights2022	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
rihanna	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
rip	940778288871542786	.888145	.000929	.001046	3	3227	19	18162
ripbettywhite	1471037967926018051	2.809090	.000309	.000110	1	3227	2	18162
ripjamaledwards	29447428	5.618181	.000309	.000055	1	3227	1	18162
rishi	29447428	5.618181	.000309	.000055	1	3227	1	18162
rishiantoinette	29447428	2.809090	.000309	.000110	1	3227	2	18162
rishisunak	29447428	.661324	.000619	.000936	2	3227	17	18162
rita	29447428	5.618181	.000309	.000055	1	3227	1	18162
riyadh	804582780298412032	2.809090	.000309	.000110	1	3227	2	18162
rkelly	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
robertburns	45379403	5.618181	.000309	.000055	1	3227	1	18162
robodebt	2886667320	1.123636	.000309	.000275	1	3227	5	18162
rockets	302984766	2.809090	.000309	.000110	1	3227	2	18162
rockineve	29447428	5.627272	.000619	.000110	2	3227	2	18162
roevwade	1921951394	1.607792	.000619	.000385	2	3227	7	18162
rollingstones	45379403	5.618181	.000309	.000055	1	3227	1	18162
roman	1387010761994682371	.936363	.000309	.000330	1	3227	6	18162
romanabramovich	578601744	1.404545	.000309	.000220	1	3227	4	18162
romanchenko	45379403	5.618181	.000309	.000055	1	3227	1	18162
romania	1308267623327518725	.432167	.000309	.000715	1	3227	13	18162
rondesantis	940778288871542786	2.250909	.000619	.000275	2	3227	5	18162
rotherham	29447428	3.751515	.000619	.000165	2	3227	3	18162
royalfamily	29447428	5.618181	.000309	.000055	1	3227	1	18162
royalty	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
royalvisitdenmark	29447428	5.618181	.000309	.000055	1	3227	1	18162
rrrrrrad	578601744	.468181	.000309	.000660	1	3227	12	18162
rrrrrrange	45379403	3.248078	.004648	.001431	15	3227	26	18162
ru	578601744	.311806	.000309	.000991	1	3227	18	18162
rubioresign	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
rubizhne	578601744	2.813636	.000619	.000220	2	3227	4	18162
rukban	578601744	5.618181	.000309	.000055	1	3227	1	18162
ruleitall	614600545	4.505454	.001239	.000275	4	3227	5	18162
ruleoflaw	86010091	.936363	.000309	.000330	1	3227	6	18162
rulethejungle	614600545	3.751515	.000619	.000165	2	3227	3	18162
runningonempty	118166719	1.872727	.000309	.000165	1	3227	3	18162
russia	578601744	.688327	.047412	.068880	153	3227	1251	18162
russiainvadedukraine	940778288871542786	.216348	.000929	.004294	3	3227	78	18162
russian	578601744	.915270	.020762	.022684	67	3227	412	18162
russianaggression	578601744	.351136	.000309	.000880	1	3227	16	18162
russianarmy	2886667320	.158352	.000619	.003909	2	3227	71	18162
russiancolonialism	578601744	4.505454	.001239	.000275	4	3227	5	18162
russiancrimes	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
russianinvasion	302984766	.351504	.000619	.001761	2	3227	32	18162
russianrailways	578601744	5.618181	.000309	.000055	1	3227	1	18162
russianrrrrrret	1229752606714728454	.802597	.000309	.000385	1	3227	7	18162
russians	578601744	.649318	.001859	.002863	6	3227	52	18162
russiansforpeace	302984766	5.618181	.000309	.000055	1	3227	1	18162
russiansoldiers	45379403	.702272	.000309	.000440	1	3227	8	18162
russianspies	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
russianukrainianwar	578601744	.187487	.000929	.004955	3	3227	90	18162
russianwarcrimesinukraine	578601744	.401298	.000309	.000770	1	3227	14	18162
russiaphobia	45379403	5.618181	.000309	.000055	1	3227	1	18162
russiareport	1229752606714728454	1.876297	.002169	.001156	7	3227	21	18162
russias	1229752606714728454	5.618181	.000309	.000055	1	3227	1	18162
russiaterroriststate	1921951394	5.618181	.000309	.000055	1	3227	1	18162
russiaukraine	45379403	.527541	.000929	.001761	3	3227	32	18162
russiaukraineconflict	45379403	.330840	.000929	.002808	3	3227	51	18162
russiaukrainewar	578601744	.481300	.004028	.008369	13	3227	152	18162
russlandkrise	45379403	5.618181	.000309	.000055	1	3227	1	18162
russophobia	45379403	1.607792	.000619	.000385	2	3227	7	18162
ryndovskiy	45379403	5.618181	.000309	.000055	1	3227	1	18162
sabakordafshari	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
sacramento	45379403	2.809090	.000309	.000110	1	3227	2	18162
sacrifice	1387010761994682371	1.872727	.000309	.000165	1	3227	3	18162
saddleworthmoor	29447428	5.618181	.000309	.000055	1	3227	1	18162
safeandstableschools	45379403	5.618181	.000309	.000055	1	3227	1	18162
safeedforall	45379403	1.407722	.002479	.001761	8	3227	32	18162
